/home/kyh/anaconda3/envs/PythonRepository/bin/python /home/kyh/PycharmProjects/PythonRepository/Projects/Hongbog/EyeVerification/native_v2/multi_scale_main.py
>> Train DataLoader created
WARNING:tensorflow:From /home/kyh/PycharmProjects/PythonRepository/Projects/Hongbog/EyeVerification/native_v2/multi_scale_dataloader.py:331: Dataset.from_tensor_slices (from tensorflow.contrib.data.python.ops.dataset_ops) is deprecated and will be removed in a future version.
Instructions for updating:
Use `tf.data.Dataset.from_tensor_slices()`.
2018-08-24 19:11:19.578548: I tensorflow/core/platform/cpu_feature_guard.cc:140] Your CPU supports instructions that this TensorFlow binary was not compiled to use: SSE4.1 SSE4.2 AVX AVX2 FMA
2018-08-24 19:11:19.881435: I tensorflow/stream_executor/cuda/cuda_gpu_executor.cc:898] successful NUMA node read from SysFS had negative value (-1), but there must be at least one NUMA node, so returning NUMA node zero
2018-08-24 19:11:19.881982: I tensorflow/core/common_runtime/gpu/gpu_device.cc:1212] Found device 0 with properties:
name: GeForce GTX 1080 Ti major: 6 minor: 1 memoryClockRate(GHz): 1.645
pciBusID: 0000:09:00.0
totalMemory: 10.92GiB freeMemory: 10.12GiB
2018-08-24 19:11:19.881999: I tensorflow/core/common_runtime/gpu/gpu_device.cc:1312] Adding visible gpu devices: 0
2018-08-24 19:11:23.591441: I tensorflow/core/common_runtime/gpu/gpu_device.cc:993] Creating TensorFlow device (/job:localhost/replica:0/task:0/device:GPU:0 with 7824 MB memory) -> physical GPU (device: 0, name: GeForce GTX 1080 Ti, pci bus id: 0000:09:00.0, compute capability: 6.1)
WARNING:tensorflow:From /home/kyh/PycharmProjects/PythonRepository/Projects/Hongbog/EyeVerification/native_v2/multi_scale_mobilenet_v2_model.py:163: calling reduce_mean (from tensorflow.python.ops.math_ops) with keep_dims is deprecated and will be removed in a future version.
Instructions for updating:
keep_dims is deprecated, use keepdims instead
WARNING:tensorflow:From /home/kyh/PycharmProjects/PythonRepository/Projects/Hongbog/EyeVerification/native_v2/multi_scale_mobilenet_v2_model.py:175: arg_max (from tensorflow.python.ops.gen_math_ops) is deprecated and will be removed in a future version.
Instructions for updating:
Use `argmax` instead
>> Tensorflow session built. Variables initialized
>> Graph saved
>> Running started
>> [Step-Train] epoch/step: [1/1], [Right]Accuracy: 0.140000, [Left]Accuracy: 0.113333, [Right]Loss: 5.896351, [Left]Loss: 5.924534, step_time: 46.23
>> [Step-Train] epoch/step: [1/2], [Right]Accuracy: 0.096667, [Left]Accuracy: 0.090000, [Right]Loss: 5.945513, [Left]Loss: 5.945183, step_time: 1.91
>> [Step-Train] epoch/step: [1/3], [Right]Accuracy: 0.160000, [Left]Accuracy: 0.130000, [Right]Loss: 5.889750, [Left]Loss: 5.915176, step_time: 1.92
>> [Step-Train] epoch/step: [1/4], [Right]Accuracy: 0.120000, [Left]Accuracy: 0.153333, [Right]Loss: 5.883517, [Left]Loss: 5.834850, step_time: 1.91
>> [Step-Train] epoch/step: [1/5], [Right]Accuracy: 0.183333, [Left]Accuracy: 0.166667, [Right]Loss: 5.840666, [Left]Loss: 5.848453, step_time: 1.92
>> [Step-Train] epoch/step: [1/6], [Right]Accuracy: 0.090000, [Left]Accuracy: 0.146667, [Right]Loss: 5.941648, [Left]Loss: 5.841554, step_time: 1.92
>> [Step-Train] epoch/step: [1/7], [Right]Accuracy: 0.206667, [Left]Accuracy: 0.160000, [Right]Loss: 5.798549, [Left]Loss: 5.817202, step_time: 1.92
>> [Step-Train] epoch/step: [1/8], [Right]Accuracy: 0.150000, [Left]Accuracy: 0.153333, [Right]Loss: 5.833097, [Left]Loss: 5.785852, step_time: 1.92
>> [Step-Train] epoch/step: [1/9], [Right]Accuracy: 0.163333, [Left]Accuracy: 0.213333, [Right]Loss: 5.827929, [Left]Loss: 5.749973, step_time: 1.90
>> [Step-Train] epoch/step: [1/10], [Right]Accuracy: 0.216667, [Left]Accuracy: 0.193333, [Right]Loss: 5.764498, [Left]Loss: 5.765928, step_time: 1.92
>> [Step-Train] epoch/step: [1/11], [Right]Accuracy: 0.246667, [Left]Accuracy: 0.246667, [Right]Loss: 5.700731, [Left]Loss: 5.670689, step_time: 1.92
>> [Step-Train] epoch/step: [1/12], [Right]Accuracy: 0.263333, [Left]Accuracy: 0.233333, [Right]Loss: 5.696612, [Left]Loss: 5.713569, step_time: 1.92
>> [Step-Train] epoch/step: [1/13], [Right]Accuracy: 0.240000, [Left]Accuracy: 0.200000, [Right]Loss: 5.791922, [Left]Loss: 5.775799, step_time: 1.92
>> [Step-Train] epoch/step: [1/14], [Right]Accuracy: 0.203333, [Left]Accuracy: 0.176667, [Right]Loss: 5.732195, [Left]Loss: 5.734619, step_time: 1.92
>> [Step-Train] epoch/step: [1/15], [Right]Accuracy: 0.176667, [Left]Accuracy: 0.216667, [Right]Loss: 5.781101, [Left]Loss: 5.729504, step_time: 1.91
>> [Step-Train] epoch/step: [1/16], [Right]Accuracy: 0.240000, [Left]Accuracy: 0.213333, [Right]Loss: 5.709396, [Left]Loss: 5.723361, step_time: 1.92
>> [Step-Train] epoch/step: [1/17], [Right]Accuracy: 0.243333, [Left]Accuracy: 0.216667, [Right]Loss: 5.752840, [Left]Loss: 5.694500, step_time: 1.92
>> [Step-Train] epoch/step: [1/18], [Right]Accuracy: 0.230000, [Left]Accuracy: 0.236667, [Right]Loss: 5.701131, [Left]Loss: 5.747262, step_time: 1.93
>> [Step-Train] epoch/step: [1/19], [Right]Accuracy: 0.183333, [Left]Accuracy: 0.220000, [Right]Loss: 5.781618, [Left]Loss: 5.684941, step_time: 1.92
>> [Step-Train] epoch/step: [1/20], [Right]Accuracy: 0.273333, [Left]Accuracy: 0.280000, [Right]Loss: 5.699095, [Left]Loss: 5.672831, step_time: 1.92
>> [Step-Train] epoch/step: [1/21], [Right]Accuracy: 0.213333, [Left]Accuracy: 0.203333, [Right]Loss: 5.698575, [Left]Loss: 5.696943, step_time: 1.93
>> [Step-Train] epoch/step: [1/22], [Right]Accuracy: 0.226667, [Left]Accuracy: 0.246667, [Right]Loss: 5.775242, [Left]Loss: 5.700492, step_time: 1.93
>> [Step-Train] epoch/step: [1/23], [Right]Accuracy: 0.310000, [Left]Accuracy: 0.280000, [Right]Loss: 5.635305, [Left]Loss: 5.648171, step_time: 1.92
>> [Step-Train] epoch/step: [1/24], [Right]Accuracy: 0.226667, [Left]Accuracy: 0.256667, [Right]Loss: 5.692288, [Left]Loss: 5.656870, step_time: 1.93
>> [Step-Train] epoch/step: [1/25], [Right]Accuracy: 0.310000, [Left]Accuracy: 0.270000, [Right]Loss: 5.603183, [Left]Loss: 5.676754, step_time: 1.93
>> [Total-Train] epoch: [1], [Right]Accuracy: 0.204533, [Left]Accuracy: 0.200667, [Right]Loss: 5.774910, [Left]Loss: 5.758200, time: 104.85
>> [Model saved] epoch: 1
>> [Step-Train] epoch/step: [2/1], [Right]Accuracy: 0.300000, [Left]Accuracy: 0.270000, [Right]Loss: 5.645021, [Left]Loss: 5.640413, step_time: 1.95
>> [Step-Train] epoch/step: [2/2], [Right]Accuracy: 0.226667, [Left]Accuracy: 0.250000, [Right]Loss: 5.706957, [Left]Loss: 5.660104, step_time: 1.93
>> [Step-Train] epoch/step: [2/3], [Right]Accuracy: 0.250000, [Left]Accuracy: 0.266667, [Right]Loss: 5.669294, [Left]Loss: 5.662230, step_time: 1.93
>> [Step-Train] epoch/step: [2/4], [Right]Accuracy: 0.296667, [Left]Accuracy: 0.193333, [Right]Loss: 5.664557, [Left]Loss: 5.699624, step_time: 1.93
>> [Step-Train] epoch/step: [2/5], [Right]Accuracy: 0.330000, [Left]Accuracy: 0.246667, [Right]Loss: 5.613909, [Left]Loss: 5.680813, step_time: 1.93
>> [Step-Train] epoch/step: [2/6], [Right]Accuracy: 0.286667, [Left]Accuracy: 0.296667, [Right]Loss: 5.662988, [Left]Loss: 5.653192, step_time: 1.93
>> [Step-Train] epoch/step: [2/7], [Right]Accuracy: 0.380000, [Left]Accuracy: 0.253333, [Right]Loss: 5.568082, [Left]Loss: 5.684554, step_time: 1.93
>> [Step-Train] epoch/step: [2/8], [Right]Accuracy: 0.270000, [Left]Accuracy: 0.283333, [Right]Loss: 5.613501, [Left]Loss: 5.609300, step_time: 1.93
>> [Step-Train] epoch/step: [2/9], [Right]Accuracy: 0.326667, [Left]Accuracy: 0.313333, [Right]Loss: 5.628997, [Left]Loss: 5.596607, step_time: 1.93
>> [Step-Train] epoch/step: [2/10], [Right]Accuracy: 0.270000, [Left]Accuracy: 0.240000, [Right]Loss: 5.747453, [Left]Loss: 5.655471, step_time: 1.93
>> [Step-Train] epoch/step: [2/11], [Right]Accuracy: 0.330000, [Left]Accuracy: 0.293333, [Right]Loss: 5.566079, [Left]Loss: 5.601427, step_time: 1.93
>> [Step-Train] epoch/step: [2/12], [Right]Accuracy: 0.393333, [Left]Accuracy: 0.360000, [Right]Loss: 5.478490, [Left]Loss: 5.529039, step_time: 1.93
>> [Step-Train] epoch/step: [2/13], [Right]Accuracy: 0.330000, [Left]Accuracy: 0.270000, [Right]Loss: 5.577998, [Left]Loss: 5.624106, step_time: 1.93
>> [Step-Train] epoch/step: [2/14], [Right]Accuracy: 0.310000, [Left]Accuracy: 0.306667, [Right]Loss: 5.521240, [Left]Loss: 5.615665, step_time: 1.93
>> [Step-Train] epoch/step: [2/15], [Right]Accuracy: 0.313333, [Left]Accuracy: 0.283333, [Right]Loss: 5.572123, [Left]Loss: 5.611462, step_time: 1.93
